aannaaien	335	0.9098049508	1.3395548886	0.8835820896	1.100316995
aanname	365	0.9894484326	2.3061342003	0.9808219178	1.7144922665
aannemelijk	341	0.9965608535	2.7026800045	0.9941348974	1.8724549058
aannemen	357	0.9984309831	2.953882584	0.9971988796	1.9163376708
aannemer	316	0.9982318738	2.9168151821	0.996835443	1.9109371498
aanneming	346	0.8842893031	1.19670542	0.8554913295	0.9851172645
aanpak	343	0.9995787536	3.3384431368	1	1.9599639845
aanpakken	312	0.9948164504	2.5633382574	0.9903846154	1.8232255903
aanpalend	318	0.7830058291	0.7823850079	0.7547169811	0.6494651954
aanpappen	370	0.9829863466	2.1197479506	0.9702702703	1.6141887728
aanpassen	364	0.9979300441	2.8672993911	0.9945054945	1.8775733052
aanpassing	358	0.9984484609	2.9573379338	0.9972067039	1.9164545539
aanpersen	343	0.7441258896	0.6561179734	0.7172011662	0.5427269958
aanpezen	334	0.8520727283	1.0453644872	0.8263473054	0.8780066318
aanpikken	269	0.8168288848	0.9033461124	0.7843866171	0.7393978828
aanplakbiljet	345	0.9961869029	2.6681863721	0.9913043478	1.8348916905
aanplakker	335	0.8590755505	1.076175222	0.8298507463	0.8903395659
aanplant	313	0.9439330232	1.5886742576	0.9169329073	1.2595618198
aanplanten	317	0.9890479579	2.2920270178	0.9779179811	1.6851696959
aanporren	344	0.7417145252	0.6486402242	0.7122093023	0.5290045038
aanpoten	335	0.9934812755	2.4827446993	0.9880597015	1.7947937488
aanpraten	317	0.9853998346	2.1807713738	0.9747634069	1.6548766244
aanpreken	337	0.5136478822	0.034216843	0.5103857567	0.0247340915
aanprijzen	310	0.9964155343	2.6888933755	0.9903225806	1.822447606
aanpunten	307	0.7435950473	0.6544686701	0.7166123779	0.5411031574
aanpunter	337	0.4530141044	-0.1180497875	0.4480712166	-0.1239746942
aanraden	357	0.9990073274	3.0924158513	0.9971988796	1.9163376708
aanrader	335	0.9967904518	2.7255679394	0.9910447761	1.8315739196
aanraken	363	0.9952678323	2.5948095196	0.9917355372	1.8404480858
aanraking	337	0.9995415457	3.3148544458	1	1.9599639845
aanranden	323	0.9977308056	2.8380934895	0.9969040248	1.911951985
aanrander	358	0.9915139618	2.3873120965	0.9860335196	1.7711466823
aanranding	313	0.9963191419	2.6800227301	0.9904153355	1.823611263
aanrazen	251	0.6005387251	0.2547417735	0.5896414343	0.2151103625
aanrecht	327	0.9961015858	2.6607436936	0.9908256881	1.8287892057
aanreiken	358	0.9718446077	1.908622675	0.9608938547	1.5369658351
aanreiker	334	0.8190177809	0.9116282646	0.7934131737	0.7679532325
aanrekenen	380	0.9894629519	2.3066543644	0.9763157895	1.6695925773
aanrennen	306	0.827978674	0.9462077147	0.8006535948	0.7913184752
aanrichten	337	0.9982505027	2.9201174722	0.9970326409	1.9138605036
aanrijden	314	0.9935995069	2.4892584767	0.9840764331	1.7492097053
aanrijding	335	0.998208352	2.9126904628	0.9970149254	1.9135972103
aanrijgen	330	0.9507000569	1.6516795865	0.9333333333	1.3510898056
aanrijpen	358	0.7775931674	0.7640899092	0.7541899441	0.6479162712
aanroeien	317	0.7548551087	0.689847995	0.7287066246	0.5747543958
aanroep	349	0.9174274448	1.3879735141	0.8911174785	1.1338039569
aanroepen	350	0.9694187917	1.8723194856	0.9542857143	1.4875972358
aanroeper	337	0.8119023329	0.8849282429	0.7833827893	0.7362596447
aanroeren	348	0.9034302311	1.3013474927	0.8735632184	1.0576174471
aanroken	284	0.3138875835	-0.4848606923	0.3309859155	-0.4140011844
aanrollen	316	0.9332520243	1.5004574351	0.9082278481	1.2149973854
aanrommelen	330	0.994944964	2.5720416783	0.9878787879	1.7926412693
aanruisen	252	0.3596796379	-0.3593152385	0.3650793651	-0.3270225976
aanrukken	358	0.9690483906	1.8669883207	0.9525139665	1.4749593827
aanschaf	312	0.9984270314	2.9531062002	0.9967948718	1.9103377239
aanschaffen	342	0.9971458577	2.7640839761	0.9941520468	1.8726906799
aanschakelen	331	0.7284506339	0.6081338065	0.7009063444	0.4982924258
aanscherpen	324	0.9959310019	2.6462902231	0.9907407407	1.8277132894
aanschieten	320	0.9912312399	2.3752404782	0.984375	1.7525021529
aanschijn	335	0.762081905	0.7130154609	0.7343283582	0.590618421
aanschouwelijk	64	0.9821154601	2.099542791	0.96875	1.6010086649
aanschouwen	355	0.9983111997	2.9311036476	0.9943661972	1.875643672
aanschrijven	326	0.9779987792	2.0140675523	0.9662576687	1.579984442
aanschuiven	336	0.9988821068	3.0569807488	0.9970238095	1.9137292322
